,epoch,participant,test_loss,test_accuracy,train_accuracy
0,0.0,g,0.07196988673502458,0.00374161877394636,0.0
1,0.0,0.0,0.07195557140070817,0.004040948275862069,0.0
2,0.0,1.0,0.07196449526938899,0.0045797413793103444,0.0
3,0.0,2.0,0.07196143796217852,0.0045797413793103444,0.0
4,0.0,3.0,0.07196033257862618,0.003502155172413793,0.0
5,0.0,4.0,0.07197166902237925,0.003502155172413793,0.0
6,0.0,5.0,0.07197298122377231,0.004310344827586207,0.0
7,0.0,6.0,0.07198022126123824,0.003232758620689655,0.0
8,0.0,7.0,0.07198510087769606,0.002963362068965517,0.0
9,0.0,8.0,0.07197717101923351,0.002963362068965517,0.0
10,1.0,1.0,0.06584223507550256,0.07139008620689655,0.22198275862068967
11,1.0,8.0,0.06880246635911794,0.11988146551724138,0.26023706896551724
12,1.0,7.0,0.07087087695454729,0.08054956896551724,0.1263469827586207
13,1.0,3.0,0.0660649692832396,0.06896551724137931,0.1341594827586207
14,1.0,2.0,0.06601433250410803,0.0625,0.1740301724137931
15,1.0,0.0,0.06541399310888915,0.09832974137931035,0.10425646551724138
16,1.0,4.0,0.0666701187989835,0.08485991379310345,0.13685344827586207
17,1.0,g,0.06549105250144599,0.19662954980842912,0.16540947556495667
18,2.0,3.0,0.06970779828984162,0.03421336206896552,0.0369073275862069
19,2.0,6.0,0.06706198998566332,0.046875,0.17699353448275862
20,2.0,1.0,0.07117113483877018,0.08512931034482758,0.16783405172413793
21,2.0,2.0,0.056212103957759926,0.22332974137931033,0.28044181034482757
22,2.0,0.0,0.06712538466371339,0.06815732758620689,0.048760775862068964
23,2.0,7.0,0.07200558136763244,0.10021551724137931,0.15032327586206898
24,2.0,4.0,0.06830720808999292,0.05845905172413793,0.06115301724137931
25,2.0,5.0,0.06745570114460485,0.07300646551724138,0.2273706896551724
26,2.0,g,0.06293788969060013,0.16337404214559387,0.14372305572032928
27,3.0,5.0,0.0736755717160373,0.045797413793103446,0.16702586206896552
28,3.0,2.0,0.07062972144320093,0.0490301724137931,0.11260775862068965
29,3.0,7.0,0.05883428081870079,0.17591594827586207,0.2551185344827586
30,3.0,3.0,0.07289674145908191,0.030980603448275863,0.09698275862068965
31,3.0,0.0,0.06784270793713372,0.0546875,0.09617456896551724
32,3.0,1.0,0.06705002525243266,0.07112068965517242,0.20204741379310345
33,3.0,4.0,0.06763942758071012,0.0412176724137931,0.12688577586206898
34,3.0,g,0.07861310819527884,0.1777418582375479,0.15097752213478088
35,4.0,2.0,0.052996731266893186,0.23599137931034483,0.3472521551724138
36,4.0,7.0,0.05245740043705907,0.23868534482758622,0.3302801724137931
37,4.0,1.0,0.049363083623606585,0.2906788793103448,0.41594827586206895
38,4.0,3.0,0.05339732149551655,0.2174030172413793,0.3208512931034483
39,4.0,4.0,0.05300626402785038,0.21443965517241378,0.34832974137931033
40,4.0,5.0,0.06890902501241915,0.06869612068965517,0.18157327586206898
41,4.0,8.0,0.06726835995655635,0.11772629310344827,0.3353987068965517
42,4.0,0.0,0.0560743051484741,0.18211206896551724,0.25915948275862066
43,4.0,g,0.05495898916575187,0.2859794061302682,0.3173491656780243
44,5.0,2.0,0.05755319215100387,0.1710668103448276,0.2551185344827586
45,5.0,3.0,0.07185730428017419,0.03017241379310345,0.05199353448275862
46,5.0,7.0,0.04264386396469741,0.3415948275862069,0.4253771551724138
47,5.0,4.0,0.059295592829585075,0.15193965517241378,0.2567349137931034
48,5.0,8.0,0.06979440030609739,0.11153017241379311,0.2847521551724138
49,5.0,0.0,0.041521824767877316,0.3485991379310345,0.3973599137931034
50,5.0,6.0,0.06956315464500723,0.0369073275862069,0.09455818965517242
51,5.0,g,0.05135446126033977,0.3344109195402299,0.2522706389427185
52,6.0,4.0,0.0402369758692281,0.35748922413793105,0.48033405172413796
53,6.0,6.0,0.05032269695195658,0.29876077586206895,0.29148706896551724
54,6.0,8.0,0.0389308035052542,0.3811961206896552,0.6678340517241379
55,6.0,3.0,0.07217488630578436,0.03960129310344827,0.06276939655172414
56,6.0,0.0,0.03759918612395895,0.39304956896551724,0.47521551724137934
57,6.0,5.0,0.05161805701409948,0.28879310344827586,0.3615301724137931
58,6.0,7.0,0.03832520175211389,0.3798491379310345,0.4892241379310345
59,6.0,g,0.036390293321761365,0.4103508141762452,0.4040563404560089
60,7.0,8.0,0.055498334868200896,0.2357219827586207,0.5043103448275862
61,7.0,7.0,0.03412453120510126,0.41783405172413796,0.5711206896551724
62,7.0,5.0,0.05191689363584436,0.29552801724137934,0.33782327586206895
63,7.0,1.0,0.03947272280166889,0.4032866379310345,0.5315193965517241
64,7.0,3.0,0.0563237144900807,0.17591594827586207,0.31438577586206895
65,7.0,6.0,0.05208922389509349,0.24245689655172414,0.2761314655172414
66,7.0,4.0,0.035688826653721,0.41217672413793105,0.5307112068965517
67,7.0,g,0.03277632254764609,0.4511793582375479,0.438000351190567
68,8.0,7.0,0.034199229537926874,0.41729525862068967,0.5662715517241379
69,8.0,0.0,0.037799227115666044,0.3933189655172414,0.4682112068965517
70,8.0,2.0,0.03348931442175446,0.4369612068965517,0.5856681034482759
71,8.0,6.0,0.0502374161291739,0.27370689655172414,0.2933728448275862
72,8.0,3.0,0.04641690715376673,0.29606681034482757,0.44908405172413796
73,8.0,4.0,0.053906285685711895,0.19854525862068967,0.33054956896551724
74,8.0,5.0,0.032327910531954517,0.47683189655172414,0.6021012931034483
75,8.0,g,0.029606909016539767,0.4980543582375479,0.47075122594833374
76,9.0,6.0,0.03150068824018898,0.44773706896551724,0.5466056034482759
77,9.0,7.0,0.038935137302454174,0.3833512931034483,0.47413793103448276
78,9.0,5.0,0.033878584296025076,0.4547413793103448,0.5746228448275862
79,9.0,8.0,0.03422887260415431,0.42995689655172414,0.7241379310344828
80,9.0,4.0,0.03353315672098563,0.4323814655172414,0.5633081896551724
81,9.0,1.0,0.028342891805644692,0.5099676724137931,0.6724137931034483
82,9.0,2.0,0.043609838354690324,0.3485991379310345,0.4709051724137931
83,9.0,0.0,0.05263836970873948,0.24730603448275862,0.23679956896551724
84,9.0,g,0.028914438974526193,0.4931752873563218,0.5328664183616638
85,10.0,5.0,0.03877728361764859,0.41271551724137934,0.5056573275862069
86,10.0,7.0,0.043748826687705925,0.34617456896551724,0.4073275862068966
87,10.0,0.0,0.028963254026040948,0.49353448275862066,0.6462823275862069
88,10.0,2.0,0.03270113098852594,0.4501616379310345,0.5915948275862069
89,10.0,6.0,0.03369354395645446,0.41379310344827586,0.5169719827586207
90,10.0,4.0,0.02923358273531856,0.49542025862068967,0.6096443965517241
91,10.0,1.0,0.03171036148379589,0.47467672413793105,0.6214978448275862
92,10.0,g,0.02934130190575488,0.4715337643678161,0.5569966435432434
93,11.0,4.0,0.03547539263321408,0.41082974137931033,0.5150862068965517
94,11.0,6.0,0.03332750740107791,0.41998922413793105,0.5129310344827587
95,11.0,5.0,0.033887405494420694,0.4566271551724138,0.5713900862068966
96,11.0,1.0,0.029677046623466343,0.49407327586206895,0.6557112068965517
97,11.0,0.0,0.029830796419289606,0.48248922413793105,0.6379310344827587
98,11.0,8.0,0.03412030727185052,0.4326508620689655,0.7262931034482759
99,11.0,7.0,0.0387820562925832,0.38308189655172414,0.4787176724137931
100,11.0,2.0,0.03217790330406921,0.46012931034482757,0.5948275862068966
101,11.0,g,0.03949056306704023,0.36203903256704983,0.5866110324859619
102,12.0,5.0,0.029047902063306034,0.5220905172413793,0.6678340517241379
103,12.0,2.0,0.028090981316977535,0.5129310344827587,0.6826508620689655
104,12.0,6.0,0.02745472909561519,0.49973060344827586,0.591864224137931
105,12.0,1.0,0.025661025485345,0.5482219827586207,0.7303340517241379
106,12.0,4.0,0.03077623986735426,0.4771012931034483,0.5845905172413793
107,12.0,0.0,0.03154740055444939,0.4639008620689655,0.5915948275862069
108,12.0,8.0,0.033997021904536365,0.43507543103448276,0.7249461206896551
109,12.0,g,0.030478314764198215,0.4756345785440613,0.6534020304679871
110,13.0,2.0,0.028006460421301168,0.5094288793103449,0.6885775862068966
111,13.0,4.0,0.029024459389520103,0.49461206896551724,0.603448275862069
112,13.0,7.0,0.026604164969818347,0.5374461206896551,0.6707974137931034
113,13.0,8.0,0.02618105876548537,0.5490301724137931,0.7963362068965517
114,13.0,6.0,0.026994299207781923,0.5102370689655172,0.5932112068965517
115,13.0,1.0,0.029790270206486356,0.49137931034482757,0.6487068965517241
116,13.0,3.0,0.03420889133523251,0.4162176724137931,0.6212284482758621
117,13.0,g,0.024978819997246125,0.5521731321839081,0.6603294014930725
118,14.0,0.0,0.025955987837294053,0.5393318965517241,0.697198275862069
119,14.0,6.0,0.028419893202853614,0.4900323275862069,0.5651939655172413
120,14.0,4.0,0.0289565134343916,0.49595905172413796,0.6039870689655172
121,14.0,3.0,0.03445940628519346,0.4084051724137931,0.6120689655172413
122,14.0,7.0,0.02754212196530967,0.5245150862068966,0.7004310344827587
123,14.0,5.0,0.028777479258333814,0.5285560344827587,0.6734913793103449
124,14.0,2.0,0.028881581275370615,0.501885775862069,0.6648706896551724
125,14.0,g,0.02841458247325087,0.5338541666666666,0.6453202366828918
126,15.0,0.0,0.02498057264641955,0.5509159482758621,0.7023168103448276
127,15.0,3.0,0.029489450445719833,0.47063577586206895,0.6435883620689655
128,15.0,1.0,0.02489638389569932,0.5541487068965517,0.7588900862068966
129,15.0,5.0,0.025425454312614327,0.5649245689655172,0.7139008620689655
130,15.0,6.0,0.02495713936614579,0.5455280172413793,0.6931573275862069
131,15.0,2.0,0.026265074755868006,0.5420258620689655,0.7602370689655172
132,15.0,7.0,0.02756610101666944,0.5261314655172413,0.6985452586206896
133,15.0,g,0.02433897931863807,0.576239224137931,0.7100908160209656
134,16.0,1.0,0.02424697109080594,0.5600754310344828,0.7850215517241379
135,16.0,0.0,0.02473018363375088,0.5576508620689655,0.7165948275862069
136,16.0,6.0,0.02457592389064616,0.5530711206896551,0.7163254310344828
137,16.0,2.0,0.026296647811501192,0.5385237068965517,0.7688577586206896
138,16.0,4.0,0.0265812157364241,0.5406788793103449,0.6842672413793104
139,16.0,7.0,0.02658807569793586,0.5379849137931034,0.6804956896551724
140,16.0,3.0,0.028151952372542744,0.4978448275862069,0.6918103448275862
